game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,category,compilation,designer,expansion,mechanic,publisher,average_rating,users_rated,x,y,z
1,5,240,14,3,240,Die Macher,240,1986,"Economic,Negotiation,Political",,Karl-Heinz Schmiel,,"Area Control / Area Influence,Auction/Bidding,Dice Rolling,Hand Management,Simultaneous Action Selection","Hans im Glück Verlags-GmbH,Moskito Spiele,Valley Games, Inc.",7.66508,4498,-21.481367,-10.4768915,4.2939515
2,4,30,12,3,30,Dragonmaster,30,1981,"Card Game,Fantasy",,"G. W. ""Jerry"" D'Arcey",,Trick-taking,"E.S. Lowe,Milton Bradley",6.60815,478,-51.88361,-66.62321,9.867303
3,4,60,10,2,30,Samurai,60,1998,"Abstract Strategy,Medieval",,Reiner Knizia,,"Area Control / Area Influence,Hand Management,Set Collection,Tile Placement","999 Games,ABACUSSPIELE,Astrel Games,Ceilikan Jogos,Descartes Editeur,Edge Entertainment,Fantasy Flight Games,Galakta,Hans im Glück Verlags-GmbH,Hobby Japan,Lacerta,Lautapelit.fi,Rio Grande Games,Skandinavisk  Spil Kompagni,Wargames Club Publishing",7.44119,12019,-16.451103,-2.3594303,0.41812527
4,4,60,12,2,60,Tal der Könige,60,1992,Ancient,,Christian Beierer,,"Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Set Collection",KOSMOS,6.60675,314,-34.75103,-14.017951,10.304846
5,6,90,12,3,90,Acquire,90,1964,Economic,,Sid Sackson,,"Hand Management,Stock Holding,Tile Placement","3M,Avalon Hill,Avalon Hill (Hasbro),Dujardin,Grow Jogos e Brinquedos,PS-Games,Schmidt France,Schmidt International,Schmidt Spiele,Selecta Spel en Hobby,Smart Games, Inc.",7.3583,15195,-0.98713,-65.043915,0.0855116
6,6,240,12,2,240,Mare Mediterraneum,240,1989,"Civilization,Nautical",,Jean du Poël,,Dice Rolling,Historien Spiele Galerie (Historien Spielegalerie),6.52534,73,-34.896885,-27.32815,19.136717
7,2,20,8,2,20,Cathedral,20,1978,Abstract Strategy,,Robert P. Moore,,"Area Enclosure,Pattern Building,Pattern Recognition,Tile Placement","Brightway Products Ltd,Falomir Juegos,Family Games, Inc.,Gazebo Games UK Ltd.,Gigamic,Holzinsel,Lagoon Games,Mattel,Robert P. Moore Games,Yangxin Industrial Company Limited",6.50534,2751,24.02033,-79.92829,6.5889874
8,5,120,12,2,120,Lords of Creation,120,1993,"Civilization,Fantasy",,Martin Wallace,,Modular Board,"Vendetta,Warfrog Games",6.14538,186,-34.506256,-27.853733,51.07788
9,4,90,13,2,90,El Caballero,90,1998,Exploration,,"Wolfgang Kramer,Richard Ulrich",,"Area Control / Area Influence,Tile Placement","999 Games,Hans im Glück Verlags-GmbH,Rio Grande Games",6.51776,1263,-15.06084,15.111999,8.043686
10,6,60,10,2,60,Elfenland,60,1998,"Fantasy,Travel",,Alan R. Moon,"Elfengold,Elfenland: Back to the Roads,Elfenland: Der Elfen-Zauberer,Stadt Land Spielt Limitierte Sonderdrucke 2013","Card Drafting,Hand Management,Point to Point Movement,Route/Network Building","999 Games,AMIGO Spiel + Freizeit GmbH,Corfix,Hobby World,Midgaard Games,Rio Grande Games",6.74996,6729,9.892549,-39.97069,2.52249
11,7,45,13,2,45,Bohnanza,45,1997,"Card Game,Farming,Negotiation",,Uwe Rosenberg,"Auf der schwäb'schen Eisenbohn,Bohn Camillo,Bohnanza Erweiterungs-Set,Bohnanza Erweiterungs-Set (Revised Edition),Bohnanza: Amigo Bohnentaler,Bohnanza: Bean Market,Bohnanza: Bohnaparte & High Bohn,Bohnanza: Das Fanbuch,Bohnanza: Die Jokerbohnen,Bohnanza: Princes & Pirates,Bohnanza: Spiderbeans,Bohnaparte,Bohnedikt,Bohnedikt (2016 Edition),Bohnröschen,Brettspiel Adventskalender 2015,Dschingis Bohn,Fasolki: Rozszerzenie,High Bohn,High Bohn Plus,High Bohn: Bohnenduell um 12 Uhr mittags,La Isla Bohnitâ,Ladybohn,Mutabohn,Telebohn","Hand Management,Set Collection,Trading","AMIGO Spiel + Freizeit GmbH,999 Games,Brain Games,Copag - Cia. Paulista de Artes Gráficas,Corfix,G3,Gigamic,Kaissa Chess & Games,Kikigagne?,Korea Boardgames co., Ltd.,Lautapelit.fi,Lifestyle Boardgames Ltd,Lookout Games,Mercurio,Midgaard Games,Möbius Games,Piatnik,Rio Grande Games,Stratelibri,Swan Panasia Co., Ltd.,Tempo Games",7.06751,28354,8.82446,-78.37406,-3.312252
12,5,60,12,2,45,Ra,60,1999,"Ancient,Mythology",,Reiner Knizia,,"Auction/Bidding,Press Your Luck,Set Collection","alea,Ravensburger Spieleverlag GmbH,999 Games,ABACUSSPIELE,Edge Entertainment,Korea Boardgames co., Ltd.,New Games Order, LLC,Rio Grande Games,Swan Panasia Co., Ltd.,Überplay,Windrider Games",7.47505,15378,-39.19323,0.28315955,0.07230845
13,4,120,10,3,60,Catan,120,1995,Negotiation,"CATAN 3D Collector's Edition,Catan: Big Box,Catan: Big Box,The Settlers of Catan: 15th Anniversary Wood Edition",Klaus Teuber,"20 Jahre Darmstadt Spielt,Brettspiel Adventskalender 2015,Catakatoa,Catan Austria / Wien meets Catan,Catan Geographies: Austria,Catan Geographies: Bayern Edition,Catan Geographies: Corsica,Catan Geographies: Georgia,Catan Geographies: Kennessee,Catan Geographies: Mallorca,Catan Geographies: North Rhine – Westphalia,Catan Geographies: Settlers of Hesse,Catan Länderszenarien: Polen,Catan Länderszenarien: Rickshaw Run,Catan Scenarios: Big Game Big Honor,Catan Scenarios: Catanimals,Catan Scenarios: Frenemies,Catan Scenarios: Helpers of Catan,Catan Scenarios: Oil Springs,Catan Scenarios: Santa Claus,Catan World Championship Berlin 2014 Special,Catan: 5-6 Player Extension,Catan: 999 Games 25 jaar Expansion,Catan: Catan Day 2015 Exclusive Expansion,Catan: Cities & Knights,Catan: Cities & Knights – 5-6 Player Extension,Catan: Delmarva,Catan: Event Cards,Catan: Explorers & Pirates,Catan: Explorers & Pirates – 5-6 Player Extension,Catan: Indiana & Ohio,Catan: New England,Catan: New York,Catan: Penn/Jersey,Catan: Playmat Desert,Catan: Playmat Gold,Catan: Seafarers,Catan: Seafarers – 5-6 Player Extension,Catan: Seefahrer – 20 Jahre Jubiläums-Edition,Catan: Szenarien für Seefahrer – Die Legende der Seeräuber,Catan: The Carolinas,Catan: Traders & Barbarians,Catan: Traders & Barbarians – 5-6 Player Extension,Catan: World Championship Durango 2016 Special,Der Hafenmeister,Heroes & Capitols (fan expansion for Settlers of Catan),Hexen, Zauberer & Drachen (Fan expansion to Catan: Cities and Knights),Katani  pankur,Kirche, Glaube & Reformation (Fan expansion to Catan: Cities and Knights),De Kolonisten van Catan: De Diamanten,De Kolonisten van Catan: De drie Handelsteden van Noord-Nederland,De Kolonisten van Catan: De Koloniën,De Kolonisten van Catan: De Specialisten,De Kolonisten van Catan: De Wereldwonderen,De Kolonisten van Catan: De Woestijnruiters,De Kolonisten van Catan: Het Grote Kanaal,Mayfair Game Variants & Mini-Expansions Set #1,Die Pioniere (fan expansion for The Settlers of Catan),Saggsen-Gadan: De säggs'schn Siedler / Catan-OFFENSIVE in Chemnitz,The Settlers of Catan: The Fishermen of Catan,The Settlers of Catan: The Great River,Settlers of New Catan (and extra modules),Die Siedler von Catan: Atlantis – Szenarien & Varianten,Die Siedler von Catan: Das Buch zum Spielen,Die Siedler von Catan: Der Schokoladenmarkt,Die Siedler von Catan: Die große Karawane,Die Siedler von Catan: Hispania Edition,Die Siedler von Catan: Historische Szenarien,Die Siedler von Catan: Historische Szenarien II,Die Siedler von Catan: Hochzeitsturm,Die Siedler von Catan: Renaissance in der Steiermark & Burgbau auf Chaffenberch,Die Siedler von Catan: Rincewind und der Tourist  /  Die Gilden von Ankh-Morpork,Die Siedler von Catan: Schätze, Drachen & Entdecker,Die Siedler von Catan: Thüringen Edition,Die Siedler von Luxemburg,World Wonders (fan expansion to Catan)","Dice Rolling,Hand Management,Modular Board,Route/Network Building,Trading","KOSMOS,999 Games,Albi,Astrel Games,Bergsala Enigma,Brain Games,Capcom Co., Ltd.,Catan Studio,Competo / Marektoy,danspil,Descartes Editeur,Devir,Dexy Co,Eurogames,Filosofia Éditions,Galakta,Giochi Uniti,GP Games,Grow Jogos e Brinquedos,HaKubia,Hanayama,Hobby World,Ideal Board Games,IntelliGames.BG,Ísöld ehf.,Kaissa Chess & Games,Korea Boardgames co., Ltd.,L&M Games,Laser plus,Lautapelit.fi,Logojogos,Mayfair Games,Ninive Games,Piatnik,Smart Ltd,Stupor Mundi,Swan Panasia Co., Ltd.,Tilsit,Top Toys,TRY SOFT",7.26569,67655,-7.736149,-29.991463,-3.3777773
14,4,25,10,3,25,Basari,25,1998,Negotiation,,Reinhard Staupe,,"Roll / Spin and Move,Set Collection,Simultaneous Action Selection","F.X. Schmid,New Games Order, LLC,Out of the Box Publishing",6.78156,1476,11.190682,-17.969074,-0.76259166
15,6,90,12,2,90,Cosmic Encounter,90,1977,"Bluffing,Negotiation,Science Fiction",,"Bill Eberle,Jack Kittredge,Bill Norton,Peter Olotka","Cosmic Encounter: Expansion Set #1,Cosmic Encounter: Expansion Set #2,Cosmic Encounter: Expansion Set #3,Cosmic Encounter: Expansion Set #4,Cosmic Encounter: Expansion Set #5,Cosmic Encounter: Expansion Set #6,Cosmic Encounter: Expansion Set #7,Cosmic Encounter: Expansion Set #8,Cosmic Encounter: Expansion Set #9,Cosmic Encounter: White Dwarf Magazine Expansion,Rencontre Cosmique: Extension No. 1","Hand Management,Variable Player Powers","Alga,ASS Altenburger Spielkarten,Descartes Editeur,Eon,Games Workshop Ltd.,Grow Jogos e Brinquedos,Tsukuda Hobby / Original,West End Games",6.9347,3629,-14.271371,6.8934164,5.2951765
16,4,60,12,3,60,MarraCash,60,1996,Economic,,Stefan Dorra,,Auction/Bidding,KOSMOS,6.84341,877,-1.8013754,-21.042618,-2.0119638
17,2,5,10,2,5,Button Men,5,1999,"Collectible Components,Dice,Fighting,Print & Play",,James Ernest,,"Dice Rolling,Press Your Luck","(Unknown),Atlas Games,Cheapass Games,Five Rings Publishing Group,Guardians of Order,Looney Labs,Studio Foglio,Truant Spiele",6.3087,724,-23.584776,11.829482,27.843626
18,8,120,12,2,45,RoboRally,120,1994,"Miniatures,Racing,Science Fiction",,Richard Garfield,"RoboRally: Armed and Dangerous,RoboRally: Crash and Burn,RoboRally: Grand Prix,RoboRally: King of the Hill,RoboRally: Radioactive","Action / Movement Programming,Grid Movement,Modular Board,Simultaneous Action Selection","999 Games,AMIGO Spiel + Freizeit GmbH,Avalon Hill (Hasbro),Hasbro,Play Factory,Wizards of the Coast",7.15355,19371,-46.402683,13.292181,-3.1263433
19,4,45,9,2,30,Wacky Wacky West,45,1991,"American West,Bluffing,City Building",,Klaus Teuber,,"Tile Placement,Voting","Hans im Glück Verlags-GmbH,Mayfair Games",6.31166,1459,-31.760942,-60.465015,7.6391926
20,4,90,12,2,90,Full Metal Planète,90,1988,Science Fiction,,"Gérard Delfanti,Gérard Mathieu,Pascal Trigaux",Full Metal Planete: Plateau Modulaire,Action Point Allowance System,Ludodélire,7.43592,602,-22.241879,29.289696,14.774309
22,16,240,12,1,240,Magic Realm,240,1979,"Adventure,Exploration,Fantasy",,Richard Hamblen,,"Action / Movement Programming,Modular Board,Rock-Paper-Scissors,Role Playing,Simultaneous Action Selection,Variable Player Powers","(Self-Published),Avalon Hill",7.14384,1709,35.585224,-50.03822,1.9539416
23,6,360,12,2,360,Divine Right,360,1979,"Fantasy,Political,Wargame",,"Glenn Rahman,Kenneth Rahman",,"Dice Rolling,Hex-and-Counter,Variable Phase Order","Right Stuf,TSR",6.95654,483,-33.375835,15.696988,-17.554836
24,6,240,12,2,240,Twilight Imperium,240,1997,"Civilization,Negotiation,Political,Science Fiction,Space Exploration,Wargame",,Christian T. Petersen,"Twilight Imperium: Borderlands,Twilight Imperium: Distant Suns,Twilight Imperium: The Outer Rim","Dice Rolling,Hex-and-Counter,Modular Board,Tile Placement,Variable Player Powers,Voting",Fantasy Flight Games,6.66812,667,-57.229794,-3.8071225,-3.582155
25,6,200,12,2,200,Battlemist,200,1998,"Exploration,Fantasy,Wargame",,Christian T. Petersen,Battlemist: The Sails of War,,Fantasy Flight Games,5.93231,308,-12.483776,18.20139,24.566402
26,6,360,12,3,360,Age of Renaissance,360,1996,"Civilization,Economic,Medieval,Renaissance",,"Don Greenwood,Jared Scarborough",,"Area Movement,Auction/Bidding","Avalon Hill,Descartes Editeur",7.0993,1944,-7.2862945,-43.93118,1.9166162
27,6,340,12,2,340,Supremacy,340,1984,"Economic,Political,Wargame",,Robert J. Simpson,"Supremacy:  Boomers – Warlords and Pirates Blister Pack,Supremacy:  Tanks – Warlords and Pirates Blister Pack,Supremacy: Boomers – Ballistic Missile Subs,Supremacy: Colonial Legions and Merchant Marine,Supremacy: Field Marshall's Handbook,Supremacy: Fortuna,Supremacy: High-Tech Edge for Conventional Forces,Supremacy: High-Tech Edge for Strategic Forces,Supremacy: Main Battle Tanks,Supremacy: Mega Map,Supremacy: Mega Supremacy – Challenge of the New World Order,Supremacy: Neutron Bombs and Killer Satellites,Supremacy: Resource Deck 2,Supremacy: The Middle Powers,Supremacy: The Unconventional Forces,Supremacy: Warlords and Pirates of the Neutral Zones","Commodity Speculation,Dice Rolling","Descartes Editeur,Grow Jogos e Brinquedos,Supremacy Games",5.57724,1201,3.5034354,-49.090595,-43.606823
28,8,180,12,2,60,Illuminati:  Deluxe Edition,180,1987,"Card Game,Humor,Negotiation,Political",,Steve Jackson (I),"Illuminati: Bavarian Fire Drill,Illuminati: Brainwash,Illuminati: Mutual Assured Distraction,Illuminati: Unconstitutional! Promo Card,Illuminati: Y2K","Card Drafting,Dice Rolling,Route/Network Building,Tile Placement,Variable Player Powers","Descartes Editeur,Devir,Edge Entertainment,Finnish Game House,Laurin Verlag,Pegasus Spiele,Queen Games,Raven Distribution,Steve Jackson Games,Ubik",6.5289,4274,-24.112198,-11.920118,5.771084
29,4,120,10,2,120,Terrain Vague,120,1993,"Fighting,Humor",,"Franck Parcabe,Roland Scaron",,"Action Point Allowance System,Modular Board",Ludodélire,6.66639,61,-6.01161,3.0571542,-11.517042
30,4,90,10,1,90,Dark Tower,90,1981,"Adventure,Electronic,Exploration,Fantasy,Fighting",,"Roger Burten,Alan Coleman,Vincent A. A. J. Erato",,"Area Movement,Press Your Luck",Milton Bradley,6.6435,1052,53.17026,29.442362,-1.0897726
31,5,90,10,2,90,Dark World,90,1992,"Adventure,Exploration,Fantasy,Fighting,Miniatures",,Eamon Bloomfield,"Dark World: Dragon's Gate,Dark World: Village of Fear","Dice Rolling,Grid Movement","AS Company,Canada Games,Crown & Andrews Ltd.,Diset S. A.,Kod Kod,Mattel,Schmidt France,Schmidt Spiele,Selecta Spel en Hobby,Waddington's Games, Inc.",5.18525,590,-19.298399,35.871338,-37.965054
32,2,30,8,2,30,Bison,30,1975,"Abstract Strategy,American West",,Alex Randolph,,,"Action GT,BHS Games,Lakeside,Pelikan,Piatnik,Schmidt Spiele,Venice Connection,Winning Moves France",6.04137,182,-33.088467,-58.399185,40.315823
34,8,180,12,1,180,Arkham Horror,180,1987,"Adventure,Horror,Novel-based",,"Charlie Krank,Richard Launius,Sandy Petersen,Lynn Willis",,Co-operative Play,"Chaosium,Descartes Editeur,Hobby Japan",6.56386,453,-8.448644,36.455894,9.9443035
36,8,300,12,2,300,Federation & Empire,300,1986,"Science Fiction,Wargame",,Stephen V. Cole,"Captain's Log #10,Captain's Log #11,Captain's Log #13,Captain's Log #15,Captain's Log #16,Captain's Log #29,Captain's Log #8,Captain's Log #9,Federation & Empire ISC War,Federation & Empire: Advanced Operations,Federation & Empire: Carrier War,Federation & Empire: Combined Operations,Federation & Empire: Fighter Operations,Federation & Empire: Minor Empires,Federation & Empire: Module 1 – Special Operations,Federation & Empire: Module 2 – Marine Assault,Federation & Empire: Planetary Operations,Federation & Empire: Reinforcements,Federation & Empire: Strategic Operations,Federation and Empire: The Hurricane,Star Fleet Battles: Captain's Module P1,Star Fleet Battles: Captain's Module P3 – Scenarios – 1",Hex-and-Counter,"Amarillo Design Bureau, Inc.,Task Force Games",6.23239,355,-23.032534,25.589556,48.953766
37,4,120,12,2,120,Dragon Masters,120,1991,"Fantasy,Wargame",,Ian Livingstone,Dragon Masters Expansion,,Games Workshop Ltd.,5.69731,130,12.76344,31.287798,-31.570133
38,4,30,10,2,30,Runes,30,1981,"Deduction,Word Game",,"Bill Eberle,Jack Kittredge,Peter Olotka",,,"Eon,franjos Spieleverlag",6.06707,82,74.183716,36.24898,41.458324
39,4,60,12,2,60,Darkover,60,1979,"Bluffing,Fantasy,Novel-based",,"Bill Eberle,Jack Kittredge,Peter Olotka",,,Eon,5.22865,96,-10.95371,41.764465,-38.436882
40,4,120,12,2,120,Borderlands,120,1982,"Bluffing,Civilization,Fantasy,Negotiation,Political",,"Bill Eberle,Jack Kittredge,Peter Olotka","Borderlands Expansion Set #1,Borderlands Expansion Set #2","Area Movement,Trading","Edition Spielkunst,Eon,Tsukuda Hobby / Original,Welt der Spiele",6.77517,254,-37.956005,-29.441896,-14.267696
41,4,30,9,2,30,Can't Stop,30,1980,Dice,,Sid Sackson,Can't Stop: Rollin' Down the Highway,"Dice Rolling,Press Your Luck","Asmodee,Borras Plana S.A.,Clipper,Eagle-Gryphon Games,Editrice Giochi,Face2Face Games,franjos Spieleverlag,Miro Company,New Games Order, LLC,Palitoy Ltd.,Parker Brothers,Ravensburger Spieleverlag GmbH",6.85659,9095,27.563303,-19.56414,0.9551012
42,4,90,12,2,90,Tigris & Euphrates,90,1997,"Abstract Strategy,Ancient,Civilization,Territory Building",,Reiner Knizia,Euphrat & Tigris: Die Zikkurat,"Area Control / Area Influence,Hand Management,Set Collection,Tile Placement","Hans im Glück Verlags-GmbH,999 Games,Devir,Edge Entertainment,Fantasy Flight Games,Giochi Uniti,Heidelberger Spieleverlag,Lacerta,Matagot,Mayfair Games,Pegasus Spiele,Smart Ltd,Top Licence Games,Wargames Club Publishing",7.72379,20166,-34.82174,-23.676987,-3.1390738
43,6,90,12,2,90,Airlines,90,1990,"Aviation / Flight,Economic",,Alan R. Moon,,"Route/Network Building,Stock Holding",ABACUSSPIELE,6.61065,346,-3.9465992,-67.23097,10.225594
44,6,60,8,3,60,David & Goliath,60,1998,Card Game,,Reinhard Staupe,,Trick-taking,"Berliner Spielkarten,Pegasus Spiele,Playroom Entertainment,Wargames Club Publishing",6.4529,1418,-51.490986,-71.0116,7.7924695
46,6,60,10,2,60,Medici,60,1995,Renaissance,,Reiner Knizia,,"Auction/Bidding,Set Collection","ABACUSSPIELE,AMIGO Spiel + Freizeit GmbH,Asmodee,Grail Games,Lui-même,Rio Grande Games",7.1502,5702,-4.031297,-39.867043,2.989429
47,5,60,12,3,60,Chinatown,60,1999,"City Building,Economic,Negotiation",,Karsten Hartwig,,"Set Collection,Tile Placement,Trading","alea,Ravensburger Spieleverlag GmbH,Competo / Marektoy,Filosofia Éditions,Heidelberger Spieleverlag,Quined White Goblin Games,Z-Man Games",7.23234,5846,9.086341,-28.963743,2.9796646
48,4,90,12,2,90,Krieg und Frieden,90,1999,"Medieval,Political",,Gerard Mulder,,Auction/Bidding,"999 Games,La Tana dei Goblin,TM Spiele",6.13737,646,-21.781843,-7.0305266,26.313927
49,5,30,10,2,30,Mamma Mia!,30,1999,Card Game,Mamma Mia! con Ingredientes dobles,Uwe Rosenberg,"Mamma Mia: Double Ingredients,Mamma Mia: Joker-Zutat,Stadt Land Spielt Limitierte Sonderdrucke 2015","Hand Management,Memory","ABACUSSPIELE,Brain Games,cutia.ro,dV Giochi,G3,HomoLudicus,Kaissa Chess & Games,Korea Boardgames co., Ltd.,Lifestyle Boardgames Ltd,Möbius Games,Oya,PS-Games,Red Glove,Rio Grande Games,Vennerød Forlag AS",6.48827,4824,23.177605,-0.93202937,5.767819
50,2,30,10,2,30,Lost Cities,30,1999,"Card Game,Exploration",,Reiner Knizia,Lost Cities: Sixth Expedition,"Hand Management,Set Collection","999 Games,Albi,Competo / Marektoy,Devir,Filosofia Éditions,Galakta,Kaissa Chess & Games,Korea Boardgames co., Ltd.,KOSMOS,Laser plus,Midgaard Games,Piatnik,Playhouse Ltd,Rio Grande Games,Stupor Mundi,Swan Panasia Co., Ltd.,Tilsit,Zvezda",7.14784,26686,-12.822384,15.9777975,-3.295455
51,15,30,10,1,30,Ricochet Robots,30,1999,"Abstract Strategy,Maze,Puzzle,Real-time",,Alex Randolph,,"Grid Movement,Modular Board","ABACUSSPIELE,Devir,Gém Klub Kft.,Hans im Glück Verlags-GmbH,Korea Boardgames co., Ltd.,Oya,Playgo Hungary,Rio Grande Games,Swan Panasia Co., Ltd.,Z-Man Games",6.99357,6278,17.489157,59.103367,2.6188316
52,3,300,14,2,300,Mighty Empires,300,1990,"Fantasy,Territory Building,Wargame",,"Rick Priestley,Nigel Stillman",,,Games Workshop Ltd.,6.08468,449,-25.673779,-18.557426,43.12802
54,4,90,13,2,90,Tikal,90,1999,"Exploration,Territory Building",,"Michael Kiesling,Wolfgang Kramer",Jungle Zombie,"Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Grid Movement,Set Collection,Tile Placement","Ravensburger Spieleverlag GmbH,Rio Grande Games,dV Giochi,Egmont Polska,Gém Klub Kft.,Kellogg's,Maldito Games,Super Meeple",7.34313,13674,-23.271864,-18.772358,0.17512865
55,6,0,12,2,0,Sophie's World,0,1998,Trivia,,"Ken Howard,Robert Hyde",,,"KOSMOS,Orion,Pontaccio,Sophisticated Games",4.93768,69,79.06379,16.998177,-53.830738
57,4,180,13,2,180,Schoko & Co.,180,1987,Economic,,"Yves Hirschfeld,Gilles Monnet",,"Auction/Bidding,Commodity Speculation",Schmidt Spiele,6.6678,371,3.6506546,-52.219936,-4.035179
58,4,120,12,2,120,Kings & Things,120,1986,"Bluffing,Exploration,Fantasy,Territory Building,Wargame",,"Doug Kaufman,Robert J. Kuntz,Tom Wham",,"Area Control / Area Influence,Area Movement,Hex-and-Counter,Modular Board,Secret Unit Deployment","Games Workshop Ltd.,Hobby Japan,Pegasus Spiele,West End Games,Z-Man Games",6.53692,1477,-28.89921,-1.3647555,7.635113
59,4,90,10,3,90,Giganten,90,1999,"Economic,Exploration,Industry / Manufacturing",,Wilko Manz,,"Auction/Bidding,Commodity Speculation",KOSMOS,6.75663,1294,-1.5608844,-55.41564,-1.4827541
60,6,90,14,3,90,Vinci,90,1999,"Ancient,Civilization,Territory Building",,Philippe Keyaerts,,"Area Control / Area Influence,Area Movement,Variable Player Powers",Descartes Editeur,7.13097,3712,-34.545975,-22.81583,4.207142
61,6,40,10,2,40,Fossil,40,1998,Ancient,,Klaus Palesch,,Set Collection,"Goldsieber Spiele,Rio Grande Games",5.41618,617,-36.907063,-13.720572,-43.22218
62,4,120,12,1,120,Curse of the Mummy's Tomb,120,1988,"Adventure,Ancient,Horror",,Stephen Hand,Curse of the Mummy's Tomb: In Search of Eternity,Action / Movement Programming,"Games Workshop Ltd.,Sfera",5.22768,298,-42.658676,11.713859,-38.058384
63,8,180,12,2,180,Samurai,180,1979,"Political,Wargame",,Dan Campagna,,Area Movement,"Avalon Hill,Battleline",6.38198,369,-26.4876,-9.013723,30.002405
64,6,180,12,3,180,Joan of Arc,180,1998,"Card Game,Medieval,Political,Wargame",,Pascal Bernard,,,"Clash of Arms Games,Tilsit,Truant Spiele",6.26579,409,-22.90618,-6.4414673,48.719055
66,4,90,12,2,90,Löwenherz,90,1997,"Medieval,Political",,Klaus Teuber,,"Area Control / Area Influence,Auction/Bidding,Modular Board","Goldsieber Spiele,Rio Grande Games",7.08413,2193,-21.794271,-6.8517714,1.8831966
67,4,120,10,2,120,Conquest,120,1974,"Abstract Strategy,Ancient,Wargame",,Donald Benge,,"Action Point Allowance System,Point to Point Movement","(Self-Published),Bütehorn Spiele,Hexagames (I),Numbskull Games,Quest Games",6.27156,333,-38.14547,-9.355929,48.616283
68,4,180,12,2,180,Successors (second edition),180,1997,"Ancient,Wargame",,"Richard H. Berg,Mark Simonitch",,"Campaign / Battle Card Driven,Point to Point Movement","Avalon Hill,Wydawnictwo Gołębiewski",7.02629,439,-40.83816,-7.1640396,-9.870944
70,5,60,10,2,60,Big City,60,1999,City Building,,Franz-Benno Delonge,,"Hand Management,Modular Board,Tile Placement","999 Games,Goldsieber Spiele,Rio Grande Games",6.9039,2164,-20.010994,-33.601604,1.4096513
71,7,360,12,2,360,Civilization,360,1980,"Ancient,Civilization,Economic,Negotiation",,"Francis Tresham,Mick (Mike) Uhl","Advanced Civilization,Civilization Eastern Expansion Map,Civilization Expansion Trade Cards Set,Civilization Western Extension Map,Civilization: The Expansion Project,Civilization: The New World","Area Control / Area Influence,Area Movement,Hand Management,Set Collection,Trading","Avalon Hill,ACE Pelit Oy,Compendium Games,Descartes Editeur,Gibsons Games,Hartland Trefoil Ltd.,Joc Internacional,Piatnik,Spiel & Kunst,Welt der Spiele",7.52258,6178,-38.45228,-28.637775,2.8691587
72,4,60,12,3,60,Verräter,60,1998,"Card Game,Political",,Marcel-André Casasola Merkle,Verräter: Söldnervariante,"Card Drafting,Hand Management,Modular Board,Partnerships,Variable Player Powers","Adlung-Spiele,New Games Order, LLC",6.74051,1709,-25.100029,-6.763285,-0.5436133
73,6,60,10,2,60,Show Manager,60,1996,Card Game,,Dirk Henn,,"Card Drafting,Set Collection","Queen Games,db-Spiele",7.06054,1474,-6.1099358,-7.7307634,-2.7576127
74,10,30,12,4,30,Apples to Apples,30,1999,"Card Game,Humor,Party Game",,"Matthew Kirby,Mark Alan Osterhaus","Apples to Apples Party Box Expansion ONE,Apples to Apples Party Box Expansion TWO,Apples to Apples: Expansion Set #1,Apples to Apples: Expansion Set #2,Apples to Apples: Expansion Set #3,Apples to Apples: Expansion Set #4,Scary Apples to Apples Snack Pack","Hand Management,Simultaneous Action Selection,Voting","Beverly Enterprises, Inc.,Excalibur Electronics,Holiday Games,Mattel,Out of the Box Publishing,Pegasus Spiele,Tactic",5.95458,14611,45.532726,-12.334382,0.24293876
75,8,5,8,4,5,Falling,5,1998,"Card Game,Fantasy,Print & Play,Real-time",,James Ernest,,Hand Management,"Cheapass Games,Paizo Publishing,Portal Games,Titanic Games",5.49601,1264,-29.361181,9.498177,-43.56294
76,6,120,10,2,120,Air Baron,120,1996,"Aviation / Flight,Economic,Territory Building",,Evan Davis (I),,"Area Control / Area Influence,Chit-Pull System,Dice Rolling",Avalon Hill,6.38664,716,-69.74382,-11.315952,28.609533
77,2,240,12,2,240,EastFront,240,1991,"Wargame,World War II",,"Craig Besinque,Tom Dalgliesh","EuroFront,VolgaFront","Dice Rolling,Secret Unit Deployment,Simulation",Columbia Games,7.6713,626,-39.697456,31.604937,13.043374
78,2,240,12,2,240,WestFront,240,1992,"Wargame,World War II",,Craig Besinque,"EuroFront,MedFront","Dice Rolling,Secret Unit Deployment",Columbia Games,6.89085,177,-38.159256,32.925903,-21.280014
82,2,240,12,2,240,Bobby Lee,240,1993,"American Civil War,Wargame",,Tom Dalgliesh,,"Dice Rolling,Secret Unit Deployment",Columbia Games,6.83287,297,-73.412895,-47.69289,-15.849722
83,2,180,12,2,180,Sam Grant,180,1997,"American Civil War,Wargame",,"Tom Dalgliesh,Gary Selkirk",,Secret Unit Deployment,Columbia Games,6.43277,119,-73.44227,-47.685806,31.33628
84,2,150,12,2,150,Rommel in the Desert,150,1982,"Wargame,World War II",,Craig Besinque,,"Dice Rolling,Secret Unit Deployment","Columbia Games,Game Preserve",7.54068,878,-38.159325,32.92591,12.840022
